Category;Id;Name;LevelName;Code;Area;Length
Floors;1662029;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;4.192499999976083;0
Floors;1662073;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;2.7181999999931246;0
Walls;1662203;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.14625000000186594;1.8700000000007444
Walls;1662207;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.1552500000009403;2.0699999999869165
Walls;1662211;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.14025000000179172;1.8700000000007444
Walls;1662215;.TCM - A3.1 - MANTA ASFÁLTICA 4 mm, TIPO III-B, PP, ADERIDA COM MAÇARICO +  PROTEÇÃO MECÂNICA + PINTURA HERBICIDA + GEOCOMPOSTO DRENANTE;PILOTIS;A3.1;0.59699999999607523;2.0699999999869165
Floors;1662336;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;2.5189999999364514;0
Walls;1663279;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;0.3959999999996735;1.3087499999989098
Walls;1663283;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;0.31649999999151029;1.0774999999717001
Walls;1663287;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;0.02175000000002884;0.050000000000092595
Walls;1663291;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;0.044999999999896859;0.16124999999965581
Walls;1663295;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;0.051749999999894679;0.16124999999964931
Walls;1663299;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;1.6019999999963299;0.87874999999795944
Walls;1663303;.TCM - C4 - ARGAMASSA POLIMÉRICA FLEXÍVEL 3,5 KG/M² ESTRUTURADA COM TELA DE POLIÉSTER RESINADA 2X2 mm NOS CANTOS E RALOS;PILOTIS;C4;1.8989999999490732;1.0774999999717068
